h_name,pincode,contact
Bhaskara Medical College and General Hospital Blood Bank,NA,"08413 235685, 08413 235446, 08413 235447"
BHEL General Hospital Blood Bank,502032,"040 23182366, 040 23184648"
Care Hospital Blood Bank (A Unit of Quality Care India Limied),500001,040 30486609
"Care Hospital Blood Bank, (Quality Care India Limited)",500034,040 66668888
Challa Hospital Blood Bank(A Multispeciality Hospital),500016,040 42417760
Chalmada Ananda Rao Institute of Medical Sciences Blood Bank,NA,"0878 2285565, 0878 2285318"
Chiranjeevi Eye and Blood Bank,500035,"040 2355505, 040 23554849"
Citizens Hospital (Cyberabad Citizens Health Services Pvt Ltd.),NA,040 67191919
Cure Emergency Hospital Blood Bank,NA,"08742 234077, 08742 234088"
District Head Quarter Hospital Blood Bank,508001,08682 222001
District Head Quarters Hospital Blood Bank,NA,NA
"Durgabai Deshmukh Hospital andResearch Centre Blood Bank, (Andhra Mahila Sabha)",NA,"040 27617801, 040 27617802, 040 27617803, 040 27610387"
ESI Hospital Blood Bank,500038,"040 23801122, 040 23702433"
Gandhi Hospital Blood Bank,NA,040 27505566
Genetic Products CharitableAssociation Blood Bank,NA,"040 23411658, 040 23403882"
Global Hospitals Blood Bank,NA,"040 23244455, 040 23244444"
Goshamahal Hospital Blood Bank,500012,040 64516710
Government Area Hospital Blood Bank,507111,NA
Government Area Hospital Blood Bank,NA,NA
Government District Head Quarter Hospital Blood Bank,509001,08542 243187
Government ENT Hospital Blood Bank,500001,040 24653422
Government Maternity Hospital Blood Bank,NA,"040 24523641, 040 24523643"
Government Maternity Hospital Blood Bank,500095,"040 24653422, 040 24653647"
Government MGM Hospital Blood Bank,506001,0870 2112805
Government District Head Quarter Hospital Blood Bank,505001,"0878 2240223, 0878 2240337"
Health Agriculture Rural Development Society Blood Bank,500004,NA
Himabindu Multispeciality Hospita Blood Bank,500025,"040 24532306, 040 24531581"
"Hyderabad Kidney and Laparoscopic Centre Blood Bank, (A Unit of JVP Super Specialty Hospital Pvt. Ltd,)",NA,040 24540777
Image Blood Bank (A Division of Image Health Care Ltd.),500073,"040 23750000, 040 65519999"
Indian Red Cross Blood Bank (Lions Club of Suryapet Blood Bank),508001,"08682 245790, 08682 200260"
Indian Red Cross Socieity Blood Bank,505001,"0878 6451199, 0878 2236100"
Indian Red Cross Society Blood Bank,506001,"0870 2456765, 0870 2456188"
Indian Red Cross Society Blood Bank,508001,"08682 245790, 08682 200260"
Indian Red Cross Society Blood Bank,NA,08724 290111
Indian Red Cross Society Blood Bank,NA,08457 222525
Indian Red Cross Society Blood Bank,509125,08546 271757
Indian Red Cross Society Blood Bank,503001,"08462 222002, 08462 232001, 08462 221526"
Indian Red Cross Society Blood Bank,501101,08416 252227
Indian Red Cross Society Blood Bank,NA,040 23234774
Indian Red Cross Society Blood Bank,500001,"08542 246225, 08542 223225"
Indian Red Cross Society Blood Bank,504106,040 23221748
Indian Red Cross Society Blood Bank,504208,08736 259259
Innova Childerns Heart Hospital,NA,NA
"Institute of Preventive Medicine, Central Blood Bank, Public Health Labs and Food (Health)",500029,"040 27557733, 040 2756892, 040 27567893"
Institute of Transfusion Medicine and Research Blood Bank,500034,"040 23319491, 040 23328956040 23300352"
Indian Red Cross Society (IRCS) Blood Bank,509103,08545 230133
Indian Red Cross Society (IRCS) Blood Bank,506167,NA
Janani Voluntary Blood Bank (A Unit of Janani Organisation),NA,"040 65603222, 040 32930222, 040 78101222"
Janani Voluntary Blood Bank of Janani Organisation,NA,040 23150496
Jaya Diagnostics and Research Centre Limited (Medwin Hospital) Blood Bank,NA,040 23202902
Jeeva Dhara Voluntary Blood Bank (A unit of Jeeva Dhaara Society 2952 of 2004),NA,"040 27707088, 040 27701222"
Jyothi Hospital Blood Bank,NA,08689 231000
"Kakatiya Voluntary Blood Bank, (A Unit of Life Care Medical and Educational Society)",506011,"0870 2448243, 08702447887"
Kamineni Health Services (P) Ltd. Blood Bank,500001,"040 66924030, 040 66924444"
Kamineni Hospitals Ltd. Blood Bank,500068,"040 24022272, 040 39879999"
Kamineni Institute of Medical Sciences Hospital Blood Bank,NA,"08682 272829, 08682 272018,08682 272409"
Krishna Institute of Medical Sciences Blood Bank,NA,"040 27725069, 040 27725000, 040 44885000"
Life voluntary blood bank,500072,NA
Lifecare Voluntary Blood Bank,505001,0878 2265843
"Lions Club of Hyderabad (East), Bhanji Kheraj Blood Bank",500095,040 24745243
"Lions Club of Hyderabad (South), Matadin Goel Blood Bank",500029,"040 23226624, 040 23222976"
Lions Club of Secunderabad Twin Cities Blood Bank,500003,040 32411317
M.M. Voluntary Blood Bank,NA,040 23774469
Mahavir Hospital and Research Centre Blood Bank,500004,"040 23497377, 040 23316057, 040 23316058"
Mahavir Institute of Medical Sciences,NA,08416 200108
"Maheshwara Medical College and Maheshwara Hospital, (Alleti Shrunitha Educational Society)",NA,NA
Mamata General Hospital Blood Bank,NA,"08742 230864, 08742 235160"
Medicity Hospital Blood Bank,NA,08418 256201 to 08418 256209
Military Hospital Blood Bank,500008,"040 23517385, 040 23517625"
Military Hospital Blood Bank,NA,"040 27886559, 040 27886579"
MNJ Institute of Oncology and Regional Cancer Centre Blood Bank,500004,040 23397000
MNR Medical College and Hospital Blood Bank,NA,NA
Mother Violuntary blood Bank (MAS),NA,0870 2437797
Mythri Charitable Trust Blood Bank and Transfusion Centre,500027,"040 66822271, 040 27550238"
Narayana Hrudayalaya Hospital Pvt. Ltd.,500055,"040 23783000, 040 23190077"
Nelavelly Blood Bank (A unit of Nelavelly Laxma Rao Social Service Charitable Trust),NA,08724 230333
New Life Hospital Blood Bank,500024,040 64558864
Niloufer Hospital Blood Bank,500004,"08732 230777, 30445040 23314095, 040 23394265"
Nizams Institute of Medical Sciences Hospital Blood Bank,500082,"040 23320332, 040 23489000, 040 23489085, 040 23489020"
NTR Memorial Trust Blood Bank,500034,040 30799999
Osmania General Hospital Blood Bank,500012,040 24600146
Owaisi Hospital and Research Centre Blood Bank,500058,040 24343129
Perali Narasimha Memorial Trust of Blood Bank,NA,"08462 220060, 08462 231060, 08462 2231458"
Poulomi Hospitals Pvt. Ltd.Blood Bank,500062,040 27143750
Prathima Institute of Medical Sciences Blood Bank,NA,"0878 2216500, 0878 2216555"
Premier Hospital Blood Bank,500028,NA
Prime Hospital Blood Bank,500038,"040 23756675, 040 66775656, 040 44569999"
Princess ESRA Hospital Blood Bank,NA,"040 24523798, 040 24524416, 040 24572170, 040 24572171, 040 24411538"
Rajiv Gandhi Institute of Medical Sciences Blood Bank,NA,08732 220521
Rajyalakshmi Charitable Trust Blood Bank,NA,040 64597760
Rakshita Voluntary Blood Bank,NA,040 65263309
Red Cross Blood Bank of Indian Red Cross Society AP State Branch,500044,"040 27633087, 040 27627973"
Rudhira Health Organisation,NA,08742 220666
Rudhira Voluntary blood Bank,NA,"040 23220222, 040 65883777"
S.B.Voluntary Blood Bank,NA,08462 646430
S.S. Blood Bank,NA,08742 229633
Sai Vani Hospital Blood Bank,500029,"040 27634462, 040 27634463"
Sanjeevini Blood Bank,NA,"040 27667500, 040 65522343"
"Sarala Blood Bank, (A Unit of Sarala Memorial Charitable Trust)",NA,08744 242929
Sathya Nursing Home Blood Bank (Satya Kidney Centre),500029,"040 66753026, 040 27650935"
Seha Blood Bank of Seha Medical Pvt. Ltd.,500004,"040 23314747, 040 65980143, 040 32003004"
Shadan Institute of Medical Sciences,500008,040 24198717
Share Medical Care- Mediciti Hospital Blood Bank,NA,"040 2321111, 040 23231631"
Singareni Collieries Company limited,506168,"08713 248104, 08713 248108"
Siva Multy Speciality Hospital,507001,08742 225120
South Central Railway Hospital Blood Bank,500012,"040 27001036, 040 27789436, 040 27789173"
Sri Balaji Blood Bank,NA,040 24572195
Sri Kanaka Durga Kidney Centre and Poly Clinic Blood Bank,507001,NA
Sri Laxmi Blood Bank,NA,08732 230777
Sri Sai Kidney Center Blood Bank,NA,"040 23756789, 040 23756644"
Sridevi Charitable trust Blood Bank,NA,"040 27016015, 040 27016016"
St. Anns Hospital Blood Bank,NA,0870 2459162
St. Therasas Hospital Blood Bank,NA,"040 23704411, 040 23701013"
Star Hospital Blood Bank (A Unit of Unimed Health Care Pvt. Ltd.),500034,040 44777777
Sun Shine Blood Bank,NA,"040 43444546, 040 44550000, 040 64643345"
SVS Medical College Hospital Blood Bank of SVS Educational Society,509002,"08542 270036, 08542 270477"
Thalassemia and Sickle Cell Society Blood Bank,500002,"040 25460011, 040 24520159"
The Singareni Collieries Co. Ltd. Area Hospital Blood Bank,507117,NA
The Singareni Collieries Co. Ltd. Area Hospital Blood Bank,507123,"08745 52091, 08745 52014"
The Singareni Collieries Co. Ltd. Main Hospital Blood Bank,NA,NA
The Singareni Collieries Co. Ltd.,504251,"08713 248104, 08713 248108"
The Singareni Collieries Co. Ltd.,504301,08736 228677
The Singareni Collieries Company Limited,505211,"08728 244361, 08728 244362"
TRR General Hospital Blood Bank,502319,08455 288355
Usha Mullapudi Cardiac Centre Blood Bank,NA,040 23090609
V.R.K Educational Society Blood Bank,NA,NA
Vivekananda Environmental International Society Social Service Blood Bank,NA,"040 64505032, 040 27803987"
Vivekananda Environmental International Society Social Service Blood Bank,500028,"040 65155790, 040 23517519, 040 64606048"
VT Thakur Memorial Rotary Blood Bank,503111,08468 222222
Warangal Institute of Medical Sciences Blood Bank,NA,"0870 2524251, 040 2524215"
Yashoda Hospital Blood Bank,500036,040 24555555
Yashoda Hospitals Blood Bank,NA,"040 27707542, 040 27713333"
Yashoda Super Speciality Hospital Blood Bank,NA,040 23319999
District HQ Hospital(RIMS),NA,NA
Nizams Orthopedic (NIMS) Hospital,500082,"040 23489000, 040 23396552, 040 23489244, 040 23489245"
Gandhi Blood Bank,500003,040 27505566
"District HQ Hospital, Nizamabad",503001,08462 251251
"Blood Bank, Government Modern Maternity Hospital",NA,NA
MNJ Cancer Hospital,NA,NA
Indian Red Cross Soceity Blood Bank,NA,NA
General and Chest Hospital,NA,NA
"Blood Bank Area Hospital, Kothagudem",NA,NA
"Blood Bank Community Hospital, Siddipet",NA,NA
Lions Club Matadin Goel Blood Bank,NA,NA
"Lions Club, B.K. Blood Bank",NA,NA
"Indian Redcross Society Blood Bank, Kamareddy",503111,08468 221096
Blood Bank CHC Nirmal,NA,NA
"Blood Bank Area Hospital, Jangoan",NA,NA
Indira Gandhi Memorial (I.G.M) Hospital,799001,0381 2325736
Society for Tripura Medical College & Dr. B.R.A.M. Teaching Hospital,NA,0381 2374144
Bimal Singha Memorial Hospital,NA,03826 262232
R.G.M. Hospital Sub-Divisional Hospital,799277,0382 4222221
Dharmanagar Sub-Divisional Hospital,NA,0382 2231621
Tripura Sundari District Hospital (TDS),799120,0381 223480
"ILS Hospital, Prop. GPT Healthcare Pvt. Ltd. of Capital Complex",799006,0381 2415000
G.B.P. Hospital,799006,0381 2356288
Mariyampur Hospital and Blood Bank,208005,0512 216788
Modern Pathology and Blood Bank,NA,0120 2752570
"Blood Bank, Kailash Hospital and Heart Institute",201301,0120 2444444
Tarawati Nursing Home Private limited,NA,0132 2716003
Wadhwa Blood Bank,203001,05732 233998
Life Line Blood Bank,NA,"0512 2295797, 0512 2219473"
Regency Hospital limited,NA,0512 2242201
Indira Diagnostic and Blood Bank limited,NA,0522 2380084
Sant Diagnostic Centre and Blood Bank,NA,0510 2320831
SGPGI Blood Bank,NA,"0522 2494500, 0522 2495341"
Sh. Chattrapati Shivaji Maharaj Chikitsalaya University,NA,NA
Pt. Din Dayal Uppadhaya Combined District Hospital,NA,0591 2410670
"S.R.N. Hospital, M.L. N. Medical College",NA,0532 2256507
Balrampur Hospital,NA,"0522 22624040,0522 2629949"
GSVM,NA,NA
MLB Medical College and Hospital,NA,NA
District Hospital,NA,05162 258059
District Hospital,NA,NA
Narendra Mohan Hospital and Research Centre,NA,0120 2657501
"Malkhan Singh, District Hospital",NA,0571 2523338
Sri Shiv Prasad Gupta Hospital (SSPG),NA,NA
Heritage Hospital,NA,0542 2368888
Command Hospital,NA,0522 2296288
Military Hospital,NA,0581 2403584
Military Hospital,NA,0562 2452712
Military Hospital,NA,0121 2643012
District Hospital,NA,NA
"P.L. Sharma, District Hospital",NA,0121 2420814
Sanjeevani Blood Bank,NA,NA
Har Prasad Blood Bank,NA,0571 2405420
Lions Vishal Blood Bank,NA,0542 2414122
Jawahar Pathology and Blood Bank,NA,0542 2503077
Vivekanand Hospital and Research Center,NA,0591 2551100
J.N. Medical College,NA,"0571 2720016, 0571 2721113, 0571 2720014"
"Dr. Shyama Prasad Mukharjee, Civil Hospital",NA,0522 2239595
Samarpan Blood Bank,NA,"0562 2855080, 0562 2520359"
Asopa Hosptial Private limited,NA,0562 2600004
District Hospital,NA,0562 2463043
District Hospital,NA,05278 220078
Babu Banarasi Das District Hospital,NA,05732 254633
District Hospital,NA,01342 262710
District Hospital,NA,05442 253092
Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),NA,05688 255526
Sneh Pathology X-ray and Blood Bank,NA,0512 2601408
"SBD, District Hospital",NA,0132 2715408
Sanjay Gandhi Hospital,NA,05368 255009
District Hospital,NA,0565 2401199
District Hospital,NA,NA
District Hospital,NA,0131 2440407
District Hospital,NA,NA
Dr. Ram Manohar Lohiya Joint Hospital,NA,05692 240256
District Hospital,NA,NA
District Hospital,NA,0510 2448442
Military Hospital,NA,NA
District Hospital,NA,NA
"UHM, District Hospital",NA,0512 2311144
"SNM, District Hospital",NA,NA
St. Judes Hospital,NA,0510 2360957
Sunder Lal Hospital Institute of Medical Sciences,NA,"0542 2369237, 0542 2309408"
S.N. Medical College,NA,05622 260353
District Hospital,NA,05452 263554
District Hospital,NA,0595 2324687
District Hospital,NA,05832 266264
District Hospital,NA,NA
Vivekanand Polyclinic and Institute of Medical Sciences,NA,"0522 2328942, 0522 2321277"
Blood Bank,NA,0581 2403584
Life Line Blood Bank,NA,0510 6516 (Tele Mill)
Chandan Diagnostics Center and Blood Bank,NA,NA
Gaurav Diagnostic Center and Blood Bank,NA,0510 2320824
Lok Priya Blood Bank,NA,"0121 2760040, 0121 2763597"
Santosh Medical and Dental College,NA,"0120 2791741, 0120 2791735"
S.M. Medicare Private limited,NA,0551 2338797
City Blood Bank,NA,0551 2346357
Dr. Chaturvedi Central Blood Bank,NA,"0591 2413857, 0591 2422395"
Air Force Hospital,NA,0551 2272381
District Hospital,NA,05176 272343
District Hospital,NA,05462 265172
District Hospital,NA,0581 2550009
District Hospital,NA,05842 240209
District Hospital,NA,05262 225358
District Hospital,NA,NA
District Hospital,NA,NA
District Hospital,NA,0515 2840149
District Hospital,NA,05542 283273
District Hospital,NA,0551 2332203
District Hospital,NA,NA
District Hospital,NA,0574 2234091
District Hospital,NA,NA
District Hospital,NA,05192 220415
"MMG, District Hospital",NA,0120 2853030
District Hospital,NA,05252 237265
District Hospital,NA,05248 228580
"Moti Lal Nehru, District Hospital",NA,0532 2240031
SVBP Hospital,NA,0121 2763647
District Hospital,NA,NA
"Metro Hospital, Heart Institute",NA,"0120 2533491,0120 2533489"
Nehru Hospital and B.R.D. Medical College,NA,"0551 2508815,0551 2508814"
Nirmal Hospital Complex,NA,0510 2322028
District Hospital,NA,NA
Sri Sai Hospital and Blood Bank,NA,0591 2481720
District Hospital,NA,05568 227691
Agra City Blood Bank,NA,0562 2262122
S.M. Medicare Private limited Blood Bank,NA,0532 2461665
Kohli Blood Bank and Components Private limited,NA,0522 2259004
AMA (Allahabad Medical Association) Blood Bank,NA,0532 2266513
C.L. Memorial Hospital and Blood Bank,NA,0512 2241595
Ganga Sheel Blood Bank,NA,"0581 2510083, 0581 2510140"
Jan Suvidha Blood Bank,NA,0562 3255164
Narora Atomic Power Station (NAPS) Blood Bank,NA,05734 222261
Meerut Blood Bank,NA,NA
Yashoda Hospital and Research,NA,"0120 4182000, 0120 2750001"
Sri Ram Murti Samarak Institute of Medical,NA,"0581 2582014,0581 2582025"
Eras Medical College and Hospital,NA,"0522 2408122,0522 2408123"
Life Line Blood Bank,NA,0120 2793989
Shekhar Blood Bank and Component Centre,NA,0522 2352352
Keshav Madho Blood Bank & Pathology,NA,0581 2540318
Prayag Hospital and Research Centre,NA,0120 4021900
Nidan Diagnostic Centre and Blood Bank,NA,0522 2393390
"Subharti Blood Bank, Chatrapati Shivaji Subharti Hospital",NA,"0121 2439150, 0121 2439112"
Maha Mritunijaya Hospital Lord Budha Medical College,NA,05462 245777
Sai Blood Bank,NA,NA
"Life Line Charitable, Blood Bank",NA,NA
Dr. Ram Manohar Lohia Chikatsalya,NA,NA
Ramakrishna Mission Sevashrama,NA,0565 2442310
Yashoda Hospital and Research Centre Ltd,NA,0120 4189500
International Hospital (P) limited,NA,"0120 4300222,0120 2400222"
Sanjeevani Blood Bank,NA,0121 2525864
"Guru Shri Gorakshanath, Blood Bank",NA,0551 2257138
Ruhelkhand Medical College & Hospital,NA,"0581 2526011, 0581 2526012"
Lok Priya Hospital Blood Bank,NA,01232 247556
St. Joseph Hospital,NA,0522 4054247
Jeevan Rekha Charitable,NA,05882 253269
Apollo Pankaj Hospital,NA,0562 2640441
Rural Institute of Medical Sciences and Research,NA,05688 276563
Pushpanjali Hospital & Research Centre Private limited,NA,0562 4024000
Sarvodaya Jankalyan Samati,NA,"04344 230464, 04334 233533"
Maulana Mohamad Ali Jawahar Hospital,NA,"0595 2341916, 0595 2329242"
"Lion Blood Bank, Lions Club City",NA,NA
"Blood Bank and Components,",NA,0121 4002113
Fatima Hospital,NA,0551 2281862
Sharda Hospital,NA,0120 3212361
Anand Hospital,NA,0121 2792000
B.N.K. Hospital,NA,0522 2787001
Lucknow Nursing Home Association,NA,0522 4070185
Hind Institute of Medical Sciences,NA,05248 221399
Rama Medical College Hospital and Research Centre,NA,"0512 2780882, 0512 2780886"
Teerthankar Mahaveer Hospital and Research Centre,NA,0591 236055
Muzaffarnagr Medical College and Hospital,NA,01396 52702
Prakash Hospital,NA,0120 2505264
Swamy Vivekanand Charitable Blood Bank,NA,05842 280224
Sanjeevani Charitable Blood Bank (A unit of Sanjeevani Charitable Trust,NA,0562 2858573
Parakh Voluntary Blood Bank,NA,0510 2321134
District Hospital,NA,NA
Sahara Hospital,NA,"0522 6782110, 0522 6781683"
Jaswant Rai Specialty Hospital,NA,"0121 2663888, 0121 2663887, 0121 2651700"
Naveen Hospital,NA,NA
Lions Agra Mahan Charitable Blood Bank,NA,NA
Fatima Hospital,NA,0547 220943
Jeevan Dhara Blood Bank,NA,NA
Pushpanjali Crossley Hospital,NA,0120 4173042
Saraswati Institute of Medical Science,NA,0122 2320511
Combined District Hospital,NA,NA
Lokhitam Blood Bank,NA,"0562 3276700, 0562 22883111"
Astha Blood Bank & Components,NA,NA
L.P.S. Institute of Cardiology,NA,0512 2532269
Sewa Blood Bank,NA,0522 2393390
Bagla Combined District Hospital,NA,05722 230094
Tulsi Hospital limited,NA,"0512 2536404, 0512 2536406"
Shanti Gopal Hospital Blood Bank,NA,0120 4777000
Dev Nandani Hospital Blood Bank,NA,0122 3200800
Isha Hospital Blood Bank,NA,NA
Divine Heart Hospital and Research Centre,NA,"0522 2721991, 0522 2721995"
Dr. M.C. Agrawal Hospital and Research Centre (P) limited,NA,NA
Joint District Hospital,NA,05564 240549
BCM Hospital,NA,"05862 252228, 05862 252850"
Santushti Hospital Private limited,NA,0542 2316230
District Hospital,NA,05547 226392
District Joint Hospital,NA,NA
Apex Hospital Component Blood Bank,NA,0542 2316794
Kailash Hospital limited,NA,"0120 2321111, 0120 2322222"
Rotary Noida Research and Social Welfare Trust,NA,0120 4282685
Nova Hospital limited,NA,0522 2300024
Dev Hospital Blood Bank,NA,0571 2410061
G.R. Hospital and Research Centre Private limited,NA,"0562 6541977, 0562 3259291"
Jeevan Jyoti Blood Bank (A unit of Jeevan Jyoti Hospital),NA,0571 2400515
Pt. Deen Dayal Upadhayay Government Hospital,NA,0542 2505073
Tejbahadur Sapra Hospital,NA,0532 2267687
OPEC Hospital,NA,05542 283021
Clara Swain Mission Hospital (Blood Bank),NA,0581 2500000
District Combined Hospital,NA,0592 2253065
Hindalco Hospital,NA,"05446 252077, 05446 252079, 05446 254791, 05446 254796"
Combined District Hospital,NA,05523 222204
District Hospital,NA,NA
Combined District Hospital,NA,05331 232030
Combined District Hospital,NA,05198 236555
Combined District Hospital,NA,05694 237627
Pt. Kamlapati District Combined Hospital,NA,05412 260497
Maharaja Chet Singh District Hospital,NA,04414 251406
Dr. Bhimrao Ambedkar Multi Specialty Hospital,NA,NA
Mahamaya Rajkiya Allopathic Medical College,NA,05273 213000
Combined District Hospital,NA,05263 235776
Rama Medical College and Research Centre,NA,0122 2327300
Dr. B.N. Behl Memorial Hospital,NA,"05842 280994, 05842 281614"
District Hospital,NA,0583 242239
"Jeevan Sanjeevan Blood Bank, Jeevan Hospital",NA,0571 2506162
Banaras Heart Hospital Component Blood Bank,NA,0542 2224567
Fatima Hospital,NA,"0522 2961196, 0522 2323195"
"Cosmos Hospital, Multi Speciality and Trauma Centre",NA,"0591 2555500, 0591 2555501"
Agrawal Life Line Hospital and Trauma Centre Blood Bank,NA,0565 2430857
Savitri Blood Bank and Component Centre,NA,"0551 2205914, 0551 2205915, 0551 2205916"
"IMA Blood Bank, (Run by Indian Medical Association)",NA,NA
S.D. Medical Institute & Research Centre Blood Bank,NA,0131 2607279
Career Institute of Medical Sciences and Hospital Blood Bank,NA,"0522 2960429, 0522 2960439"
District Combined Hospital,NA,NA
Pushpa Maa Samaj Charitable Blood bank,NA,0562 6451121
O.P. Chaudhary Hospital and Research Centre Blood Bank,NA,0522 2441172
Jyotibaphule Combined District Hospital (Blood bank),NA,NA
Integral Institute of Medical Sciences and Research,NA,"0522 2890730, 0522 2890812"
Yatharth Wellness Super Specialty Hospital and Heart care,NA,NA
Shyam Nursing Home and Blood Bank,NA,05180 227270
Shri Jagdamba Charitable Blood Bank and Component,NA,"0562 6541977, 0562 3259291"
Sadbhawna Charitable Blood Bank,NA,NA
Medison Hospital Private limited,NA,0522-2739541
B.S.D.B.A. Government Medical College and Hospital,NA,05694 262114
Government Medical College and Hospital,NA,05162 210201
Fehmina Hospital & Trauma Centre (Blood bank),NA,"0522 2653300, 0522 2653301"
"Rotary Blood Bank, Rotary Point",NA,NA
Jaypee Hospital,NA,"0581 2582014, 0581 2582025"
Mayo Institute of Medical Sciences Blood Bank,NA,"05248 229696, 05248 229595"
SPM Hospital Research and Trauma Centre Blood bank,NA,0512 2570553
District Combined Hospital Blood Bank,NA,05250 222704
Divya Jyoti Institute of Medical Sciences and Research,NA,"0132 250882, 0132 250882, 0132 250883, 0132 250884"
Manav Seva Charitable Blood Bank,NA,NA
Shamli Charitable Blood Bank,NA,NA
Krishna Super Speciality Hospital,NA,"0512 2320061, 0512 2320071"
Combined District Hospital (M) Blood Bank,NA,05111 270728
IMA Blood Bank,NA,0581 2422900
Venkateshwara Institute of Medical Sciences Blood bank,NA,NA
F.H. Hospital Blood Bank,NA,NA
Sevarth Sansthan Blood Bank,NA,"05612 240022,05612 240033"
District Hospital,NA,NA
IMA Blood Bank,NA,NA
District Hospital,NA,NA
District Hospital,NA,NA
LLRM Medical College,NA,NA
IMS,NA,NA
District Hospital,NA,NA
Sainik Hospital Blood Bank,NA,01332 279976
District Hospital Blood Bank,NA,01368 222086
District Hospital Blood Bank,NA,01372 252245
District Hospital Blood Bank,NA,01374 222103
"Doon Hospital, District Hospital Blood Bank",NA,NA
Sainik Hospital Blood bank,NA,0135 2702413
B.D. Pandey District Hospital,NA,05942 235022
Jawahar Lal Nehru District Hospital (JLN ),NA,NA
B.D. Pandey Hospital Blood Bank,NA,05964 25687
Himalayan Institute Trust Blood Bank,NA,NA
ONGC Hospital Blood Bank,NA,"0135 2795885, 0135 2795887, 0135 2796097, 0135 2753504"
Soban Singh Jeena Base Hospital (SSJ),NA,05946 255110
H.N. Bahuguna Government Base Hospital,NA,01346 222706
Dr. Susheela Tiwari Memorial Forest,NA,"05946 34104, 05946 234423"
Shri Mahant Indiresh Hospital,NA,"0135 2728106, 0135 2728107, 0135 2720151"
Government Combined Hospital,NA,0133 2264333
IMA Blood Bank,NA,"0135 2755010, 0135 2755010"
L.D. Bhatt Chikitsalya,NA,05947 278443
Ramakrishna Mission Sevashrana,NA,0565 2442310
Government Combined Hospital,NA,"01382 222021, 01382 229740"
Govind Singh Mahra Government Hospital Blood Bank,NA,05962 30064
SPS Government Hospital,NA,"0135 2430096, 0135 2431032"
"Jeevan Rekha Hospital, Blood Bank",NA,"05947 261201, 05947 261202"
Max Super Speciality Hospital,NA,0135 6673031
Civil Hospital,NA,NA
HMG Hospital,NA,NA
District Hospital,NA,NA
Combined Hospital,NA,NA
District Hospital,NA,NA
Air Force Hospital Blood Bank,735215,03566 255060
B.M. Birla Heart Research Centre,NA,"033 30403040, 033 304033112"
"S.D Hospital , Bolpur",731204,03463 221136
"S.D. Hospital, Ghatal",721212,03225 255064
"S.D. Hospital, Kurseong",734201,0354 2344333
B.R. Singh Hospital Blood Bank,NA,033 23523679
Belle Vue Clinic,NA,"033 22872321, 033 22876725, 033 22877973"
"S.D. Hospital, Basirhat",743411,03217 267506
Base Hospital and Blood Bank,NA,NA
Bhoruka Research Centre for Haematology and Blood Transfusion,700016,033 22658092
Sub Divisional Hospital,712601,"03211 255962, 03211 255095"
Peerless Hospitex Hospital and Research Center Limited,700094,"03211 24622394, 03211 24620071, 03211 24620072, 0321124620073"
Mission of Mercy Hospital and Research Centre,NA,"033 30902095, 033 22496572"
Apollo Gleneagles Hospital Ltd.,700054,"033 23202122, 033 23203040"
Barasat Cancer Research and Welfare Centre,NA,"033 25522222, 033 25522562, 033 2552500"
Berhampore General Hospital,NA,NA
Barrackpore S.D. Hospital (Dr. B.N. Bose) Hospital Blood Bank,700120,033 25923676
Bankura Sammilani Medical College and Hospital,722102,"03242 241366, 03242 250981, 03242 244713, 03242 251324"
"S.D. Hospital, Bishnupur",722122,03244 253075
"S.D. Hospital, Asansol",713301,0341 2217601
"S.D. Hospital, Alipurduar",735204,03564 274085
"S.D. Hospital, Chandannagar",712136,26859443
"S.D. Hospital,Contai",721401,03220 257661
Central Hospital Blood Bank,700043,033 24504074
Command Hospital (EC),NA,"033 22226415, 033 22226411"
Central Hospital Kalla,NA,0341 2271909
"S.D. Hospital, Durgapur",713206,0343 2533951
Dr. B.N. Bose S.D. Hospital,NA,033 25920778
Divisional Railway Hospital,NA,0341 2220529
Cooch Behar Municipality,NA,03582 222286
Chittaranjan National Cancer Institute Blood Bank,700026,033 24765101
Calcutta National Medical College Hospital,700014,"033 22848397,033 22844834"
Deben Mahato (Sadar) Hospital,723101,03252 222678
Balurghat District Hospital,733103,"03522 270464, 03522 255641"
Midnapur Medical College and Hospital,NA,NA
District Hospital Blood Bank,734101,03542 255636
Bongaon S.D. Hospital (Dr. J.R. Dhar),743235,03215 255073
Diamond Harbour S.D. Hospital,743331,03174 248896
Durgapur Steel Plant Hospital,713205,0343 2498250
Indian Association of Blood Bank Cancer and Allied Diseases,NA,"033 64610972, 033 23730138"
Institute of Blood Transfusion Medicine and Immunohaematology,700006,23510619
Howrah Orthopaedic Hospital,NA,033 26411642
Howrah District Hospital,711101,26411227
Haldia S.D. Hospital,NA,032 24277441
Gandhi Memorial Hospital,741251,"033 25898443, 033 25897292"
"ESI Hospital, Maniktala Blood Bank",700054,033 23557218
Life Line Blood Bank,NA,0341 2440590
Lions District Blood Bank,NA,NA
K.G. Hospital,NA,9163340505
"S.D. Hospital,Kandi",742137,03484 255401
"S.D. Hospital , Kalimpong",734301,9733162135
"S.D. Hospital, Kharagpur",721301,03222 221860
Jawaharlal Nehru Memorial Hospital,741235,033 25828386
"S.D. Hospital, Jhargram",721507,03221 259789
"S.D. Hospital, Jangipur",742213,03483 266257
